Ticker,Company Name,Implied EV,Revenue,Gross Profit,EBITDA,Valuation/Revenue,EBITDA Margin %,Target,Rev_Growth,Gross_Margin,Rule_of_40,Log_EV,Buyout_Prob,Analyst_Upside,Upside_Rank,Conviction_Score
AKAM,AKAM,16958964074.506744,4133202000.0,2443834000.0,1381719000.0,3.061990455464491,0.3342974768714425,0,0.0355870762643917,0.5912689483843276,36.98845531358342,23.55406238499107,0.3229519398399486,0.09231453904740247,0.2037037037037037,0.2931398808058874
AREN,AREN,303567415.67871046,142815000.0,75105000.0,52141000.0,1.4224935453468506,0.3650947029373665,0,0.1342895947008506,0.5258901375905892,49.93842976382172,19.53111427453355,0.0810674016245124,1.336448598130841,0.9185185185185185,0.2904301808480139
ISSC,ISSC,196377514.9778385,77434581.0,34988160.0,19657693.0,2.243451965961287,0.253861940571487,0,0.6406319799008517,0.45184153576036,89.44939204723387,19.09554946656665,0.1163562184827773,0.6954314720812182,0.8037037037037037,0.2881930897880089
SLQT,SLQT,794817837.1773052,1526594000.0,591127000.0,148356000.0,0.2694258179825842,0.0971810448619606,0,0.1549566643667308,0.3872195226759701,25.213770922869145,20.493623511995143,0.0624748662985128,2.0612244897959187,0.9592592592592593,0.28667096453869945
MCHX,MCHX,55235800.16431832,46493000.0,29608000.0,-2185000.0,1.3927860143315838,-0.0469963220269718,0,-0.033851460870288,0.6368270492332179,-8.084778289725982,17.82712187283288,0.0722731551363691,1.4242424242424243,0.9222222222222223,0.2847604219078324
PRCH,PRCH,1205597328.7951777,442483000.0,317568000.0,119327000.0,2.2670595905270425,0.2696758971531109,0,0.0105858654144816,0.717695369087626,28.026176256759264,20.91024099043932,0.086648097611105,0.9038865546218489,0.8777777777777778,0.28443051765277316
SMWB,SMWB,656479772.0741129,275429000.0,217263000.0,-13241000.0,2.468501036833859,-0.0480740953203911,0,0.1020995306366616,0.7888167186461846,5.402543531627056,20.30240244098741,0.1279302614691701,0.6021573604060914,0.7444444444444445,0.2820588072129887
FIG,FIG,15263284048.990856,929210000.0,758427000.0,-1977688000.0,16.726609753436637,-2.128354193347037,0,0.2405825815642226,0.8162062397090001,-188.77716117828143,23.44871604607056,0.1019764253242513,0.7460529836767462,0.8222222222222222,0.282037874548744
ROLR,ROLR,11906967.86051929,28044000.0,16524000.0,-5321000.0,0.4908703416245646,-0.1897375552702895,0,0.0058102001291155,0.5892169448010269,-18.39273551411739,16.292634405205174,0.0494882332973531,3.9382716049382713,0.9777777777777777,0.28156061941745925
SPAI,SPAI,99797563.50023364,1266756.0,590562.0,-11708404.0,84.60462196368807,-9.242824979711957,0,-0.4160202620531833,0.4662002785066737,-965.884524176514,18.41865433717864,0.0628523133172022,1.4461839530332679,0.9296296296296296,0.279546642395309
NOTE,NOTE,158441161.7167678,102673000.0,64377000.0,-20635000.0,0.2940223984569243,-0.2009778617552813,0,-0.146284070310811,0.6270100221090258,-34.72619320660923,18.88089386922153,0.0389989065065956,8.577383084577116,1.0,0.2792491798799467
PGY,PGY,2230243365.5701065,1215974000.0,498648000.0,217108000.0,1.353760331693035,0.1785465807657071,0,0.21046637798019,0.4100811366032497,38.901295874589714,21.525376549454947,0.0980196425346218,0.7128463476070528,0.8185185185185185,0.27814436153059596
SEIC,SEIC,9151087210.0,2246646000.0,1213030000.0,965909000.0,4.414399157677711,0.4299337768388967,0,0.0571700552101945,0.5399292990528993,48.71038320490913,22.93713853004952,0.2729210301512101,0.17489716049382711,0.29259259259259257,0.2778389207615557
DDI,DDI,145461458.6128235,346122000.0,245834000.0,161611000.0,1.3085514893962924,0.4669191787866706,0,0.0140391996015585,0.7102524543369101,48.09583783882292,18.795421727102195,0.0722209939015532,1.0350109409190373,0.8888888888888888,0.27638796764838713
AATC,AATC,34801283.399311066,10290000.0,9999000.0,3382000.0,3.295459999933048,0.3286686103012634,0,-0.216477575572984,0.9717201166180758,11.219103472827928,17.365164852089798,0.3368379539540838,0.0,0.09074074074074075,0.27531365065074803
PI,PI,5179123071.234131,359795000.0,187844000.0,4963000.0,13.73926005429239,0.0137939660084214,0,-0.0171871713554427,0.5220861879681485,-0.3393205347021386,22.36790158781196,0.1546762119382448,0.4685778413935923,0.6333333333333333,0.27434049228701696
EGAN,EGAN,110028750.0,88431000.0,62008000.0,5837000.0,1.9141336183012745,0.0660062647714037,0,-0.0471105459952803,0.7012020671483982,1.8895718776123396,18.516252262332063,0.1000951262863638,0.6794625719769674,0.7925925925925926,0.273219492862921
PSQH,PSQH,84252550.49355757,25445555.0,15025637.0,-34366171.0,2.4010409870626743,-1.3505765938294527,0,0.0968179223682785,0.5905014451443484,-125.3758671461174,18.249329411528173,0.0485305677630493,1.8169014084507045,0.9444444444444444,0.27250903693339806
FLYW,FLYW,1338868864.4634438,583031000.0,334479000.0,33037000.0,2.8772704443905104,0.0566642254013937,0,0.1846756233947788,0.57368990671165,24.13398487961725,21.015090964179507,0.2544333934675146,0.18931254480286752,0.32222222222222224,0.2713806006561915
EXTR,EXTR,2362245900.756836,1140067000.0,709127000.0,39419000.0,2.079306655448176,0.0345760380749552,0,0.0204653943822206,0.6220046716552624,5.504143245717581,21.58287865673582,0.1710664939765301,0.3928776565192418,0.5703703703703704,0.27089246307499015
RBRK,RBRK,14050309066.265488,886544000.0,620796000.0,-1078331000.0,15.683611942853922,-1.2163310563265894,0,0.4119370847215764,0.7002427403490408,-80.4393971605013,23.365910230154363,0.1105967294382245,0.6037503150819213,0.7481481481481481,0.2699845841157054
VERX,VERX,1568292602.067358,732189000.0,472631000.0,88928000.0,2.090204307996102,0.1214549795203151,0,0.0981034110405894,0.6455040979856294,21.955839056090447,21.173253350564394,0.1635258298570191,0.4083488372093023,0.5851851851851851,0.26894066868906064
GDYN,GDYN,479896338.0796299,405955000.0,143259000.0,23133000.0,1.9824890396217063,0.0569841484893645,0,0.1579822632220007,0.3528937936470791,21.49664117113652,19.989080678292662,0.2213468323418846,0.2644889357218124,0.4074074074074074,0.2678619761082653
KLTR,KLTR,231866769.3561037,180921000.0,126963000.0,-6648000.0,1.2469849788366396,-0.0367453197804566,0,0.0123323466709936,0.7017593314208964,-2.44129731094629,19.261673498970428,0.0614930952443456,0.9392012578616352,0.8814814814814815,0.2664901918036296
GAIA,GAIA,61025428.07797098,97889000.0,85390000.0,12642000.0,0.6582295056438515,0.1291462779270398,0,0.0832863008089594,0.872314560369398,21.24325787359993,17.926801205402043,0.0489030952250091,1.3246951219512197,0.9148148148148149,0.26538102512246053
GOAI,GOAI,127583498.22806644,15656703.0,9712983.0,8498246.0,8.107470661483866,0.5427864346663535,0,0.6779285885681137,0.6203721818060929,122.07150232344672,18.66428160411841,0.3226222231972011,0.0,0.09074074074074075,0.264651852583086
RDZN,RDZN,96283231.6060238,44296098.0,25462880.0,-67808843.0,1.7442308937916786,-1.5308084924319971,0,-0.0519684548637414,0.5748334763030369,-158.27769472957385,18.382804745367697,0.03304569745316,1.9761904761904765,0.9518518518518518,0.26274723605283296
THRY,THRY,522884809.8281426,779992000.0,525400000.0,110116000.0,0.341355821377838,0.1411758069313531,0,-0.0535869422779182,0.6735966522733566,8.758886465343483,20.07487175078875,0.0461334568245917,1.127659574468085,0.9037037037037037,0.2605260185443697
DLPN,DLPN,41462042.01097894,53371115.0,51164181.0,-1300969.0,0.3747719344251837,-0.0243759007095879,0,0.032623227667053,0.9586492806080592,0.8247326957465155,17.54028894043366,0.0286415316164148,2.0303030303030303,0.9555555555555556,0.2603700376012
FIGR,FIGR,5940837302.65564,377838000.0,350152000.0,165106000.0,16.489702736769832,0.4369756350605286,0,0.3546319235057704,0.9267252102753032,79.1607558566299,22.5051159205984,0.1443292469569251,0.43089315997738825,0.6074074074074074,0.2600987870695457
SNCR,SNCR,199503402.39486885,170909000.0,135169000.0,32563000.0,0.3568530761684221,0.1905282928341983,0,-0.0154671244397848,0.790882867490887,17.50611683944135,19.11134185377208,0.0213152386458045,2.9622641509433962,0.9740740740740741,0.2595049475028719
SVCO,SVCO,132019227.0607314,62671000.0,49596000.0,-31478000.0,2.253757352854293,-0.5022737789408179,0,0.0501172922252011,0.7913708094653029,-45.21564867156168,18.69845813706897,0.0462517368639734,1.0607375271149673,0.8962962962962963,0.2587628767220541
ODD,ODD,2051566355.992192,780758000.0,570973000.0,131806000.0,2.60800703417985,0.1688179948204181,0,0.206661102868447,0.7313059872585359,37.54790976888651,21.44186941492038,0.1251605557058027,0.49773608293892274,0.6555555555555556,0.2577593056682409
GPN,GPN,32526462314.61465,8891868000.0,5962906000.0,4184242000.0,2.128914567176959,0.4705695136275077,0,-0.1201304901872115,0.6706021726818256,35.04390234402962,24.205319820076507,0.1937139278615911,0.2973531765882943,0.44814814814814813,0.25732248293323035
APPS,APPS,666363189.2720447,490506000.0,220678000.0,28835000.0,0.5876771930864142,0.0587862329920531,0,-0.0991327536998468,0.4498986760610471,-4.0346520707793765,20.3173454106047,0.0575872372088457,0.7820773930753564,0.8518518518518519,0.2561533908695972
CXM,CXM,2179429908.072529,796394000.0,574316000.0,42649000.0,2.8578755089472407,0.0535526385181204,0,0.0874351411873941,0.7211455636280535,14.098777970551456,21.50232916994805,0.1584051604183646,0.37893050193050204,0.5481481481481482,0.2558409073508105
ZSPC,ZSPC,27580179.35547444,31546000.0,14351000.0,-20018000.0,0.4079496403814887,-0.6345653965637482,0,-0.1719775316289569,0.454922969631649,-80.65429281927051,17.13260796966535,0.0113309481557722,4.191873589164785,0.9851851851851852,0.2547945074131254
SMSI,SMSI,16518897.145528257,18358000.0,13582000.0,-13862000.0,0.8467097257614259,-0.7550931474016778,0,-0.1068839698370226,0.7398409412790065,-86.19771172387004,16.620015625620105,0.0067831236133367,6.392804337111878,0.9962962962962963,0.2541614167840766
PRTH,PRTH,1423788680.2173386,932948000.0,358380000.0,195705000.0,0.5072283559398151,0.2097705338346831,0,0.0605273149316472,0.3841371652010615,27.02978487663303,21.076587240902587,0.0583417007167177,0.764705882352941,0.8407407407407408,0.2539414607227235
ACIW,ACIW,5553708511.239777,1731220000.0,859817000.0,484636000.0,2.8034469976315988,0.2799390025531128,0,0.0858891241732986,0.4966538048312751,36.58281267264115,22.437731741961827,0.1578758947788199,0.37213254035683935,0.5407407407407407,0.25359210626930007
SPIR,SPIR,352256763.26662445,99502000.0,39446000.0,-52649000.0,2.7659118737977573,-0.5291250427127093,0,-0.0991299309195933,0.3964342425277883,-62.82549736323027,19.67987091158672,0.0500952243215891,0.8133174791914387,0.8629629629629629,0.25331215898193254
MAPS,MAPS,59872004.18933046,179305000.0,170376000.0,26990000.0,0.5299629357203115,0.1505256406681353,0,-0.0282309201469806,0.9502021694877444,12.229472052115462,17.907719594729695,0.0205975887752553,1.9635517202225499,0.9481481481481482,0.2524852286184785
FIVN,FIVN,2204115323.074112,1127466000.0,622413000.0,112450000.0,1.418684308949549,0.0997369322001727,0,0.0820854983693848,0.5520459153535451,18.182243056955755,21.513592051765688,0.074510834076151,0.6649202933985332,0.7851851851851852,0.2521794218534096
STUB,STUB,3718515844.839835,1829430000.0,1463145000.0,-1225856000.0,1.8902695620164944,-0.6700753786698589,0,0.0331997661868979,0.7997818992801037,-63.68756124829609,22.0365904594512,0.0268217912847737,1.2432115027829314,0.9111111111111111,0.24789412124135804
INSE,INSE,575110095.0,307300000.0,214800000.0,89200000.0,0.7667103644646924,0.2902700943703221,0,0.034331874789633,0.6989912137975919,32.46019691599552,20.17007205173768,0.1014977333035089,0.5238091428571429,0.6814814814814815,0.24649367034800204
UPLD,UPLD,265446598.6134119,235591000.0,172567000.0,7235000.0,0.2182876197028405,0.0307100016554112,0,-0.1426632313660414,0.7324855363744796,-11.195322971063025,19.396924247017058,0.0188411352328752,1.434455056179775,0.9259259259259259,0.24561233290613788
RPAY,RPAY,626414232.0,308947000.0,233388000.0,-12745000.0,0.924253130795897,-0.0412530304550618,0,-0.0130813117728612,0.7554305431028623,-5.4334342227923,20.255522424285665,0.0238629161009522,1.2040828571428572,0.9074074074074074,0.244749038927566
PRGS,PRGS,3213147562.5702324,940126000.0,762533000.0,280059000.0,1.9798735090511617,0.2978951757530373,0,0.2478295321664594,0.8110965976900969,54.57247079194967,21.890516843062628,0.0792616078171051,0.575226602120793,0.737037037037037,0.24370546512208807
PDYN,PDYN,243040849.53488111,4346000.0,2504000.0,-28703000.0,59.873182129517055,-6.604463874827427,0,-0.4418186488569227,0.5761619880349746,-704.6282523684349,19.308740096373096,0.0896594881604228,0.5463917525773195,0.7037037037037037,0.24317054204624303
ATHR,ATHR,72426790.5,1391735.0,959054.0,-2030758.0,56.51814066614693,-1.459155658225165,0,-0.0335817889918449,0.689106762422444,-149.27374472170098,18.09808683724749,0.0933242492258936,0.5384615384615384,0.6925925925925925,0.24314133506756833
HSTM,HSTM,701374664.4639969,298590000.0,195121000.0,65426000.0,2.477064417642912,0.2191165142838005,0,0.0238096870863993,0.6534746642553334,24.29262013701998,20.36855277506363,0.1461449792227096,0.36381869233854797,0.5296296296296297,0.24201614182443962
AI,AI,2788423217.566088,389056000.0,235863000.0,-311817000.0,7.577279922597486,-0.8014707394308275,0,0.2526675724929326,0.6062443452870538,-54.88031669378948,21.7487421183838,0.3083567510166782,-0.022873417721518984,0.03333333333333333,0.23960089659584197
SPT,SPT,521756896.513443,443750000.0,344781000.0,-31817000.0,1.2463592034105755,-0.0717002816901408,0,0.0932280221133852,0.7769712676056338,2.1527740423244417,20.072712323792885,0.0494918010503358,0.695803846153846,0.8074074074074075,0.2389707026396037
PXLW,PXLW,32365394.989681244,33205000.0,16568000.0,-21973000.0,1.3096941722536135,-0.6617376901069116,0,-0.2314724806739805,0.4989609998494203,-89.32101707808921,17.292600385007592,0.0301687614342679,0.8089725036179449,0.8592592592592593,0.23744138589051575
ALTS,ALTS,218082632.13262272,22255000.0,10562000.0,-3091000.0,9.20748740205,-0.1388901370478544,0,0.7758538142355569,0.4745899797798247,63.69636771877025,19.20038459999873,0.2837684907783843,0.0,0.09074074074074075,0.2355115532689734
EXFY,EXFY,75436043.38547587,143907000.0,73073000.0,-5475000.0,0.910039423971564,-0.0380454043236256,0,0.0335473584417822,0.5077793297059907,-0.4498045881843353,18.138795761000083,0.0367306417853939,0.748969135802469,0.825925925925926,0.23402946282052692
SST,SST,239644886.4102125,289784000.0,123782000.0,26451000.0,0.1088323938181974,0.0912783314468707,0,-0.157420949334884,0.4271526378267951,-6.614261788801334,19.294668749773447,0.0106931707897008,1.0618556701030928,0.9,0.23301987809227562
COUR,COUR,593403942.8710938,739780000.0,402108000.0,-41551000.0,1.8804292395997373,-0.0561666982075752,0,0.0649311763503457,0.5435507853686231,0.8764478142770527,20.20138591202589,0.0893117507622983,0.48141387559808624,0.6444444444444445,0.22809492418283484
CNXC,CNXC,6776701241.269463,9720870000.0,3429651000.0,1336698000.0,0.236518669755841,0.1375080625499569,0,0.0106010042728379,0.352813174129476,14.810906682279484,22.636756278060403,0.0269778934814756,0.7546709991876522,0.8296296296296296,0.2276408275185141
NABL,NABL,1655748506.8104486,497665000.0,388323000.0,83407000.0,2.78933721843097,0.1675966764791576,0,0.0676138642960269,0.7802899540855797,23.52105407751845,21.227519014112257,0.1600717384217545,0.2835570469798657,0.42962962962962964,0.22746121122372331
SEAT,SEAT,341109137.8456917,643775000.0,460004000.0,-150026000.0,0.1257832905062975,-0.233041046949633,0,-0.1699502053930834,0.7145415712011184,-40.29912523427165,19.64771303930699,0.0197242771739578,0.7660039735099339,0.8444444444444444,0.22590431899157945
CMPO,CMPO,2494340770.1464386,267818000.0,136691000.0,-146886000.0,9.331519054531206,-0.5484545474912067,0,-0.3632038347865164,0.5103876513154456,-91.16583822777233,21.63729031125626,0.1620989791184214,0.2729726858877087,0.4148148148148148,0.22527793804251972
ZBRA,ZBRA,14445226974.756653,5255000000.0,2543000000.0,968000000.0,2.500138339630191,0.1842055185537583,0,0.0550090343304556,0.4839200761179829,23.9214552884214,23.39362988384304,0.1107470496632483,0.38222669083057015,0.5592592592592592,0.22287510206225103
PAYO,PAYO,1613816464.095848,803388000.0,637869000.0,66109000.0,2.537800495023386,0.0822877613307642,0,0.1144700153980606,0.7939737710794784,19.67577767288249,21.201867686013365,0.069475726732661,0.5234772727272728,0.6777777777777778,0.2215512394939402
DSP,DSP,49479874.74625588,324131000.0,148774000.0,23087000.0,0.5804377697482064,0.071227374117255,0,0.1206492990129133,0.4589934316680601,19.18766731301683,17.717076594294138,0.0542081317758838,0.5602836879432627,0.7148148148148148,0.21935980253561654
LZ,LZ,1461589451.0,727483000.0,477869000.0,77023000.0,2.314923442884576,0.1058760135975686,0,0.0668767717534291,0.6568799545831312,17.27527853509977,21.10279034625326,0.1382981894109388,0.30075157894736837,0.45925925925925926,0.21853845687301893
EEFT,EEFT,3591030538.3728714,4182800000.0,1716500000.0,657600000.0,0.7537846749480901,0.1572152625035861,0,0.0483733520477216,0.4103710433202639,20.55886145513077,22.001705056574377,0.0448272065874529,0.565923056407521,0.7296296296296296,0.2160278123479971
LQDT,LQDT,680646010.2117538,476669000.0,208815000.0,45475000.0,1.7652899815422314,0.0954016309011074,0,0.3119883958405585,0.4380712821685488,40.739002674166585,20.33855292164224,0.1137843223941069,0.35896586012595283,0.5222222222222223,0.21589379735113573
ACCS,ACCS,30673165.96208,18275000.0,14130000.0,-14889000.0,1.6830186572957593,-0.8147195622435021,0,-0.2073990545170664,0.773187414500684,-102.21186167605686,17.238898790038338,0.0168699063459051,0.6981132075471698,0.8111111111111111,0.2154302075372066
EVCM,EVCM,2089415917.54142,612753000.0,463731000.0,107283000.0,2.728185610745961,0.1750835981219186,0,-0.1230914542084964,0.7567992323171,5.199214391342217,21.460150399052846,0.1307747354161824,0.29947532188841197,0.45555555555555555,0.21196994045102568
PUBM,PUBM,251785591.36219972,288382000.0,185844000.0,34436000.0,1.19198005202197,0.1194110589426524,0,-0.0098676078776059,0.6444368927325561,10.954345106504642,19.344088459360037,0.1143804697055779,0.3256870144284129,0.4925925925925926,0.20893350042733155
LAW,LAW,437487309.4954605,152677000.0,113949000.0,-59983000.0,3.00430522931064,-0.3928751547384347,0,0.0541007035300777,0.7463403132102412,-33.87744512083569,19.896558258759494,0.2302438087915135,0.008174386920980995,0.14074074074074075,0.2078680417788203
BAND,BAND,826992122.6146431,756118000.0,293485000.0,50099000.0,0.556449023319962,0.0662581766338058,0,0.010195233851757,0.3881470881529073,7.645341048556283,20.53330572889744,0.0212510433746782,0.6066985743380855,0.7518518518518519,0.20390124549397162
DOMO,DOMO,435062296.8253832,317044000.0,236051000.0,-50046000.0,1.054037599908477,-0.1578519069908277,0,-0.0060973889381765,0.7445370358688383,-16.39492959290043,19.890999792190584,0.0305752716679996,0.5513808710503841,0.7074074074074074,0.19978330560285154
CTLP,CTLP,794618686.6854668,302548000.0,123824000.0,42750000.0,2.6622112414739703,0.1412998929095548,0,0.1264054565220629,0.4092705950791279,26.77053494316177,20.493372919423955,0.20477640425723,0.05860113421550087,0.1814814814814815,0.19895267356329288
MITK,MITK,447381722.3122196,178134000.0,152473000.0,41218000.0,2.3677609120786576,0.2313876070823088,0,0.0351632642387684,0.8559455241559725,26.655087132107727,19.91892275529679,0.0696517875990629,0.4069264069264069,0.5814814814814815,0.19760921106966756
ANGI,ANGI,695718671.8736172,1057636000.0,1002840000.0,133743000.0,0.5095804907109981,0.1264546592589511,0,-0.1075645171089314,0.9481901145573712,1.889014215001966,20.36045593094422,0.0148250510474569,0.5912730184147318,0.7407407407407407,0.19630397347077785
ROKU,ROKU,11129864235.939217,4543395000.0,1980181000.0,401601000.0,2.676758511188047,0.0883922705377806,0,0.1046699918159896,0.4358372978796693,19.30622623537703,23.13289780422049,0.1514410124811172,0.1902201548720154,0.32592592592592595,0.19506224084231938
IZEA,IZEA,34428017.43977356,36176492.0,16387406.0,-2709919.0,2.371706505975581,-0.0749082857453398,0,0.0082350524692587,0.4529849383959063,-6.667323327608108,17.35438128035533,0.0871080225400844,0.34730538922155696,0.5148148148148148,0.194034720608767
CCSI,CCSI,927000629.6503068,349609000.0,278535000.0,168281000.0,1.2389315768481552,0.4813405833373855,0,-0.0022061635586303,0.7967043182526765,47.91344197787552,20.647464803843064,0.0583402859835421,0.4216761737604212,0.6,0.19375521448765656
OSPN,OSPN,394377067.0255766,241436000.0,178353000.0,58855000.0,1.9514739600787645,0.2437706058748488,0,-0.0071675596988226,0.7387175069169469,23.660304617602616,19.792818035050956,0.0906388056089393,0.3317191283292978,0.5,0.19297910420670447
DH,DH,334640763.4633992,242275000.0,183968000.0,-215390000.0,1.1043473881473498,-0.8890310597461563,0,-0.0393613056200982,0.7593354658961924,-92.83923653662544,19.62856816953082,0.0067831236133367,0.5658532818532819,0.725925925925926,0.18656882419148402
OPFI,OPFI,568098735.9469032,573523000.0,472037000.0,364023000.0,0.4895928078680423,0.6347138650062857,0,0.0904246116171669,0.8230480730502525,72.51384766234527,20.15780579423128,0.044875691112654,0.42857142857142855,0.6037037037037037,0.18458269426041643
RSI,RSI,1560356945.9400885,1063702000.0,373584000.0,109067000.0,1.718541420379099,0.1025352965398203,0,0.1510892419836746,0.3512111474830356,25.362453852349496,21.168180444175437,0.1222670262652238,0.22427102303160146,0.37037037037037035,0.18429286229151043
HAS,HAS,14299294458.119844,4357000000.0,2818400000.0,-72900000.0,2.656321886187708,-0.0167316961211843,0,0.0535606335388707,0.6468671103970622,3.682893741768645,23.383476034472,0.1679451020552949,0.10996071298654059,0.22592592592592592,0.18244030802295264
DAIC,DAIC,45990447.50323129,1010393.0,440474.0,-37645190.0,46.179238675675,-37.257967939207816,0,1.2982280957146757,0.4359432418870677,-3595.973984349314,17.64394429165884,0.2044706980002762,0.0,0.09074074074074075,0.17603820868539236
FA,FA,4320020228.643917,1461496000.0,670559000.0,247676000.0,1.658355704458936,0.1694674497911728,0,0.6990089571671869,0.4588168561528735,86.84764069583596,22.18652592197941,0.1021279968013039,0.25205244252873565,0.3925925925925926,0.17474414574912606
BLKB,BLKB,3983870436.819752,1135418000.0,655448000.0,-129391000.0,2.598946323574007,-0.11395891204825,0,-0.0173752374523472,0.5772746248518167,-13.133414950059729,22.105519655512385,0.1200756364047022,0.20765115902091105,0.337037037037037,0.1743159865627859
WEX,WEX,9334576811.825562,2624400000.0,1549800000.0,961000000.0,1.9515610470300115,0.3661789361377838,0,-0.0014458564797199,0.5905349794238683,36.473307965806384,22.95699127952478,0.1252892099509181,0.18423304545758853,0.31851851851851853,0.17359653709281822
TRAK,TRAK,330764405.7942753,22606066.0,18924736.0,9017759.0,15.87287402391355,0.3989088150056715,0,0.105251665744241,0.8371530013227423,50.41604807499125,19.61691691796771,0.1985565006453603,0.0,0.09074074074074075,0.17160256066920543
DV,DV,1645565006.31398,733324000.0,601451000.0,138354000.0,2.377093898895959,0.1886669466702303,0,0.1164270631454109,0.8201708930840937,30.509400981564127,21.221349631683385,0.0767019066230081,0.28660351201478734,0.44074074074074077,0.16771161515244126
SNAP,SNAP,14423775951.906944,5772269000.0,3133477000.0,-223685000.0,1.9443820015849824,-0.0387516590096546,0,0.0766350492912482,0.5428501339767776,3.7883390281593607,23.392143789789117,0.0773442320135485,0.28496866840731067,0.43703703703703706,0.16726743326942062
DFIN,DFIN,1442970734.8076248,750800000.0,470700000.0,120300000.0,1.735443173691562,0.1602290889717634,0,-0.0397749072771453,0.626931273308471,12.0454181694618,21.089969836426903,0.0663433697874155,0.3102511201629328,0.4666666666666667,0.1664241940072283
PBI,PBI,3497501762.214592,1931125000.0,1038527000.0,321091000.0,0.8249542428452803,0.1662714738818046,0,-0.0471099843185476,0.5377834164023562,11.9161489563257,21.97531476863948,0.0220734359121871,0.4141414141414141,0.5962962962962963,0.1656291510082144
NRDY,NRDY,128339598.26539516,177867000.0,110688000.0,-56276000.0,0.9054495677410378,-0.3163937099068405,0,-0.0649946643817254,0.6223076793334346,-38.13883742885659,18.670190427836665,0.0411041247012373,0.3676870229007634,0.5370370370370371,0.16508735278518724
SYNA,SYNA,2993523756.227165,1074300000.0,480400000.0,69400000.0,2.331586853045858,0.0646002047845108,0,0.1197623514696686,0.4471749045890347,18.436255625417942,21.819717044569163,0.1423852458797706,0.11037934668071649,0.22962962962962963,0.16419634181723536
EGHT,EGHT,590922000.0,715070000.0,485272000.0,44013000.0,0.3757813920315493,0.0615506174220705,0,-0.0187112754818479,0.6786356580474638,4.283934194022257,20.197194588657126,0.092779936519232,0.22549019607843135,0.37777777777777777,0.16402939683386844
FORA,FORA,62162819.76328087,28106911.0,15572591.0,-214261.0,2.376829839582189,-0.0076230717776136,0,0.3946580759651674,0.554048468720024,38.70350041875539,17.94526764206873,0.2069391834108138,-0.023255813953488292,0.02962962962962963,0.16261179496551775
RSKD,RSKD,585937368.892664,338838000.0,170128000.0,-38564000.0,2.328863258821809,-0.1138125003689078,0,0.0345693034844099,0.5020924453573684,-7.92431968844979,20.188723464513227,0.0934910724128266,0.2214137214137215,0.362962962962963,0.1608590450503607
SCOR,SCOR,65510900.737335205,358940000.0,146628000.0,29260000.0,0.0989326927545974,0.0815178024182314,0,0.008125331767997,0.4085028138407533,8.96431341862284,17.997727125494034,0.0159806512974543,0.4124293785310734,0.5888888888888889,0.15920771069531295
FSLY,FSLY,2049731965.8050537,591985000.0,325306000.0,-46390000.0,2.962838527673934,-0.0783634720474336,0,0.0888562305490769,0.5495173019586644,1.0492758501643389,21.440974873648504,0.2095986020856278,-0.11271976149914824,0.007407407407407408,0.15905080341607272
SOUN,SOUN,4301347032.850194,148404000.0,58985000.0,-271174000.0,30.763739743202297,-1.827268806770707,0,0.7522581559278807,0.3974623325516832,-107.50106508428264,22.182194074275195,0.0078523133172022,0.4378183361629882,0.6111111111111112,0.15866701276567943
YEXT,YEXT,807936443.6907101,420957000.0,324593000.0,169000.0,1.985134927535853,0.0004014661830068,0,0.0411429504207043,0.7710835073416049,4.154441660371117,20.509993955830694,0.1216271828772407,0.11489002267573693,0.24074074074074073,0.1514055723431157
EVTC,EVTC,2539370373.234204,903381000.0,449980000.0,341269000.0,2.128353787863817,0.3777686269691304,0,0.0684754094094994,0.4981065574768564,44.62440363786298,21.655182003088736,0.1346476679896071,0.09151414309484181,0.2,0.15098575099220532
VIRT,VIRT,10599614815.84706,3496516000.0,2153321000.0,1792615000.0,0.8472418875952694,0.5126860566346615,0,0.21535557286556,0.6158476037289691,72.80416295002215,23.08408349937089,0.0743691781915159,0.2201613642877615,0.3592592592592593,0.14559169845845174
GTM,GTM,4575136722.289505,1239500000.0,1037800000.0,274800000.0,2.5314535879705566,0.2217022993142396,0,0.0207526970270937,0.8372730939895119,24.24549963413333,22.24390242009937,0.0649770078004285,0.22667626613704064,0.3814814814814815,0.14410312622069174
ZG,ZG,3159392210.161194,2483000000.0,1859000000.0,261000000.0,1.4765977487560185,0.1051147805074506,0,0.1104651162790697,0.7486910994764397,21.557989678652035,21.873645507805733,0.0801559338323572,0.20087085420333015,0.3296296296296296,0.1425243577816753
DLX,DLX,2420031683.1756897,2118526000.0,1123675000.0,377834000.0,0.4455034694762725,0.1783475869543258,0,-0.0015246769075311,0.5304041583629372,17.68229100467947,21.60704646966388,0.0310408184879541,0.3113972341440153,0.4703703703703704,0.14087320645855816
CDLX,CDLX,243961555.07104683,251175000.0,111456000.0,-73468000.0,0.2647140641825294,-0.2924972628645367,0,-0.0974602763943686,0.443738429381905,-38.995753925890526,19.31252121375818,0.0207610245289835,0.32113821138211385,0.4888888888888889,0.13779299061895983
VIAV,VIAV,2516693037.65358,1084300000.0,621100000.0,128900000.0,2.073220545654874,0.1188785391496818,0,0.0838664534186326,0.5728119524116941,20.274499256831444,21.64621159041953,0.1237543044016708,0.05245973729297538,0.17407407407407408,0.13633424681977163
